CODE,LATITUDE,LONGITUDE
1WN2,43.32920074,-87.99729919
,43.269501,-87.9981
MU24,36.57170105,-93.03679657
6CO2,38.960694,-107.958418
CO20,38.86249924,-107.8209991
,38.96742,-107.96815
OI73,39.71260071,-83.80380249
7NJ9,39.31819916,-75.20629883
IL23,42.441984,-89.450201
,41.19056,-85.028794
,33.3232,-96.232202
T80,33.3773,-96.728897
,33.312801,-96.763901
,33.298501,-96.863897
79TS,33.31051,-96.73808
9S1,33.368384,-96.754639
,40.573399,-84.489998
1V8,37.785399,-106.047632
23ND,47.0821991,-101.2669983
ND65,46.98889923,-101.3539963
0IA8,42.22800064,-91.75099945
,40.162601,-82.781798
OH87,40.338962,-82.7723125
2AR5,36.3830986,-94.29389954
,36.352798,-94.333097
,35.0947,-93.202003
AR03,35.128718,-93.205798
,40.8517,-92.8585
MO96,37.41619873,-90.96350098
70TA,31.193503,-95.893731
,43.045601,-96.939102
24TA,31.21319962,-95.82749939
60WN,45.71965,-121.062623
40WI,44.05830002,-91.43070221
5WA7,45.71842,-120.985246
,37.42194,-113.6067
5G2,40.054199,-78.847
0NK1,43.36169815,-76.22019958
19NK,43.2439003,-76.15280151
7GE5,33.35919952,-85.11750031
WA95,46.718601,-122.911003
AL27,34.10570145,-85.56580353
,34.13686,-85.6224
,38.879299,-77.484398
,31.0118,-90.968201
94MD,39.088267,-76.130533
MD21,39.11809921,-76.0963974
FD89,30.82710075,-87.35829926
06PA,41.995792,-78.288152
88IL,39.942276,-88.733277
MY80,43.52220154,-94.58249664
8ND5,46.76390076,-97.40540314
8ND6,46.7127,-97.3909
,41.375853,-81.253541
,41.412872,-81.283918
D47,44.741389,-114.918472
ID8,44.773472,-114.985278
,44.858942,-114.455903
,44.87839,-114.45554
,44.82191,-114.4208
24ID,44.453611,-113.661944
0II5,40.65950012,-86.85720062
82LA,29.93239975,-89.93280029
,36.88026,-106.571388
NM24,36.922244,-106.560173
SD44,43.783553,-99.255295
,39.938641,-77.615921
PA58,39.97499847,-77.55780029
PN08,40.734413,-79.160056
,40.160301,-88.304497
IL56,40.219462,-88.254182
8NE3,40.482041,-101.807197
5CD,68.073425,-149.577686
WCR,67.50450134,-148.4830017
8OK6,35.814108,-96.874736
II32,38.04919815,-87.38140106
,41.4361,-88.248702
IL59,41.43199921,-88.24729919
,32.11584,-106.3757
,32.11056,-106.35958
3NC9,35.878176,-79.086778
TN27,35.671375,-86.721527
30LL,39.75419998,-90.36540222
8KS8,38.9178009,-97.00779724
5AL1,31.6807003,-86.68190002
TN77,36.32180023,-87.15070343
6TN1,36.4062,-87.082199
TX70,30.061481,-96.225726
XS68,30.256859,-96.328824
7OH8,41.635771,-81.100724
2LS2,29.872222,-91.543056
,37.338794,-77.19883
,37.31305,-76.94345
2ME3,45.04135,-68.990021
II33,38.46089935,-87.65499878
6AR8,35.33000183,-94.04190063
MS33,33.980631,-90.166908
,36.9395,-89.36965
09M,33.991501,-90.078621
23MI,45.244612,-85.238953
MI11,42.541542,-84.808964
ME06,45.0279007,-67.30940247
49G,42.579007,-84.908947
VT12,44.29119873,-73.28320313
28AR,35.83330154,-91.4332962
02TS,28.662641,-98.723095
66IN,39.78749847,-85.63690186
VA19,37.95399857,-78.36920166
,37.927972,-78.551216
MA30,42.10217,-71.969118
0NK2,42.98339844,-74.0161972
VA25,36.7643013,-78.36049652
1VA8,36.862249,-78.410025
,46.980073,-88.549571
39LA,30.58833333,-92.23055556
2C4,43.816724,-92.336869
69OI,40.95009995,-82.92489624
1XA8,32.23249817,-96.39749908
,46.36163,-86.90589
NJ20,39.812599,-74.424599
,40.743099,-88.291198
,30.604401,-84.790703
,47.887699,-117.344002
5NK0,44.0442009,-76.14360046
44KY,37.352215,-83.342135
,35.42414,-95.4962
0F7,35.388699,-95.600238
50WA,46.61980057,-122.9649963
FA99,46.587833,-122.865778
0WA1,46.61709976,-122.8259964
0WA2,46.589748,-123.105011
91WT,47.8997,-119.8962
,36.525101,-95.466904
OK78,36.559107,-95.431694
,42.23346,-84.00172
AK13,65.05180359,-146.0469971
WA49,47.50279999,-117.6480026
WA62,47.470893,-117.419515
WT24,47.523012,-117.537982
WT04,47.516998,-117.534742
11WA,47.523693,-117.469554
0KS7,37.69279861,-97.88639832
SN13,37.65829849,-97.77449799
9KS9,37.615036,-97.787435
,31.001191,-92.280221
,31.032149,-92.341952
IL63,40.70000076,-88.67510223
SC61,34.61790085,-80.15170288
41TX,30.97529,-98.63909
MN21,43.58209,-92.30151
,42.784697,-74.802498
4AR5,35.371502,-90.754243
,35.40518,-90.85195
,35.45248,-81.459
1NC9,35.450497,-81.426888
,43.214626,-84.045094
50G,43.183399,-84.133301
MI83,43.137722,-84.045589
,36.6357,-76.151603
WV08,38.220557,-81.528844
MD03,39.488391,-75.811531
SC88,35.147301,-81.794268
SC36,35.166904,-81.930007
NE35,40.05830002,-97.54119873
NH61,42.9681015,-71.18119812
B70,48.313703,-111.108126
,43.993,-111.551003
OK72,36.212716,-98.903291
VT13,43.30009842,-72.71759796
IN70,41.63359833,-87.02700043
05MD,39.244232,-76.198661
0MD4,39.26679993,-76.18720245
MD11,39.27709961,-76.06269836
MD19,39.20320129,-76.02490234
MD59,39.13980103,-76.09359741
MD63,39.27479935,-76.00990295
MD66,39.33789825,-76.09799957
WS13,45.31190109,-91.58969879
3WN6,45.23899841,-91.7118988
WY05,41.21720123,-104.5839996
WY46,41.072778,-104.825653
93F,35.60749817,-99.70469666
,38.81742,-102.33042
5CO0,38.829496,-102.30064
,42.077202,-88.159798
AR05,35.21590042,-93.30490112
GA77,34.872083,-85.250361
6OK2,35.06280136,-97.89530182
,34.983398,-97.933701
OK60,34.987416,-97.8107833
17OK,35.100344,-97.786225
,39.61668,-121.84831
,39.91457,-122.02347
69XA,33.349769,-97.776797
XA07,33.27500153,-97.71669769
4CA7,39.67070007,-121.8860016
,39.688801,-121.783997
87PA,40.92649841,-79.73870087
FA36,29.51269913,-82.87480164
51FL,29.39489937,-82.86979675
6FD0,29.56579971,-82.86869812
73FD,29.51079941,-82.86009979
79FL,29.55270004,-82.86869812
CA11,39.99721,-120.21685
69KS,38.66970062,-94.74250031
VA11,36.80789948,-81.70120239
,36.75755,-81.64486
,34.269501,-99.514297
11Y,44.063409,-88.192872
NC29,35.62009811,-80.59760284
4TA2,31.74225,-97.319861
3T8,31.67880058,-97.3628006
04TX,31.732779,-97.369326
,36.147197,-109.560771
59AZ,34.736225,-112.449708
3MT4,48.513426,-109.065333
FD94,30.71890068,-85.60669708
,30.7799,-85.598
,30.81423,-85.57195
3WN8,44.93560028,-91.43070221
WI32,44.98730087,-91.33039856
,45.3158,-92.885803
20XS,32.83539963,-96.37799835
CZO,62.56349945,-144.6690063
,43.009449,-75.826006
NM51,33.32839966,-107.6620026
OL32,36.071632,-95.36274
,36.9986,-120.464996
67CA,37.072491,-120.376215
,37.10534,-120.10171
,37.01784,-120.41533
OG06,43.21149826,-120.8430023
96TX,31.16539955,-100.4759979
WY29,41.619276,-104.785517
6FD2,28.66690063,-81.08450317
MD23,39.144798,-76.040497
MD62,39.125,-76.00160217
MD91,39.15230179,-76.01860046
27MD,39.098332,-75.895029
45TN,36.50669861,-82.71170044
77TN,36.50920105,-82.68170166
6LA5,30.459717,-92.240512
71LA,30.421204,-92.234197
,30.43834,-92.26872
9IN8,41.22919846,-85.35810089
19IN,41.284444,-85.360833
,34.02207,-110.2564
,34.11515,-110.13503
1G6,43.181702,-76.1278
18II,40.11999893,-86.06829834
3IN9,40.15140152,-86.11920166
4U6,47.41859818,-105.5619965
CHP,65.48549652,-144.6109924
OH95,39.646682,-82.848861
63OH,39.702801,-83.093903
,39.687398,-83.09707
,39.644199,-83.018204
38OI,39.684863,-83.07045
48XA,32.319357,-98.98797
UT42,39.14670181,-109.1449966
,38.96561,-109.32301
,38.7712,-109.0917
9FD5,29.38660049,-82.14289856
FD14,29.37529945,-82.05809784
,31.569466,-87.562588
01AL,32.94599915,-86.51390076
66MN,44.97719955,-95.42279816
MI1,43.755141,-84.808286
,36.23197,-95.65056
,36.325699,-95.646896
K11,36.218201,-95.651901
OK20,36.38370132,-95.64800262
NK87,43.06669998,-78.59970093
NK19,43.06119919,-78.66139984
E34,34.911499,-100.869003
IA05,40.854197,-95.085928
CAV,42.741901,-93.758904
PS66,41.21149826,-79.36090088
ID01,48.137957,-116.196681
ID32,48.10549927,-116.137001
ID75,48.12599945,-116.1650009
ID78,48.141602,-116.181999
GA67,34.76819992,-83.59290314
GA45,34.660155,-83.502724
ID33,46.93600082,-115.8649979
,40.152903,-74.455202
WV28,39.324306,-80.397627
,38.40514,-121.61308
02CD,34.12960052,-90.52400208
MS09,34.09639,-90.70412
28NE,41.790278,-97.096944
66KY,37.50759888,-86.20549774
MT34,46.049224,-111.320906
,39.238201,-76.946602
,30.420635,-85.299246
5FD1,30.431309,-85.290026
74FD,30.463706,-85.179669
,36.675097,-78.695
LBR,33.593201,-95.063599
TN23,36.49025,-87.33421
TN53,36.555083,-87.448558
,36.474998,-87.366699
19TN,36.493095,-87.187357
36TN,36.471847,-87.135674
,35.57158,-93.57643
2NR2,34.458754,-78.618627
,35.116698,-101.442002
5TA4,34.90010071,-101.3170013
57NM,34.08869934,-106.1190033
,32.15691,-81.888442
,32.06985,-81.82123
,32.09172,-81.80382
1H1,43.205101,-76.178802
,39.3283,-97.060898
SN33,39.428189,-97.124103
,39.273102,-87.122233
92KY,37.838402,-84.009073
PS67,40.10620117,-80.43090057
68PN,40.186042,-80.480646
GA18,34.832381,-83.409226
28NK,44.186789,-76.075981
,39.843399,-84.331299
NM14,36.979347,-103.200417
37LA,31.72769928,-91.582901
23DE,39.312567,-75.728983
C72,47.978058,-117.526975
ME19,46.617094,-69.523244
82ME,46.59706,-69.78985
,64.256363,-149.23696
,64.253613,-149.180641
,64.252224,-149.232442
2MY4,45.434174,-93.950336
,43.097197,-93.402199
IA38,43.139235,-93.433589
5H3,44.77140045,-96.68810272
,47.752699,-95.334967
,39.069893,-122.444422
,63.027313,-147.187185
,45.412498,-94.076698
13TX,32.154399,-97.560293
TX46,32.4095993,-97.3871994
39TT,32.360227,-97.307078
2MD1,38.30435,-76.7288
4MD4,38.34059906,-76.73719788
ND89,47.05580139,-98.50700378
NC32,36.025799,-80.436402
OL25,36.401963,-98.452982
21FL,28.50860023,-81.8003006
GA09,34.4516983,-83.78859711
0GE5,34.5617981,-83.71350098
21GE,34.54970169,-83.82219696
0NC8,35.755699,-80.735298
,33.78116,-90.77511
,30.35019,-95.11502
,30.33622,-94.93961
42TT,30.45562,-95.230785
MO98,38.713258,-94.585268
06TE,30.31270027,-95.02690125
0TS5,30.44190025,-95.18630219
SC78,35.09069824,-82.49539948
,26.5979,-81.13205
,26.76282,-81.23091
0FL9,26.393051,-81.02874
2FA4,26.37949944,-80.94560242
3PN1,41.62200165,-75.59629822
3NA0,47.41669846,-97.5114975
,31.83989906,-97.40579987
TX48,31.832222,-97.718889
4LL4,40.976448,-87.999365
IL81,40.937026,-88.045958
89XA,31.801811,-97.523021
AZ66,33.340547,-109.494464
12VA,37.7881012,-79.76779938
MI47,42.220129,-85.36704
GA42,31.072486,-84.394741
,30.91069,-84.4515
MO99,38.117524,-93.073318
MU11,38.220886,-93.0127
TA62,31.55855,-106.203631
0MO0,38.41030121,-93.85019684
LA83,30.886467,-91.03117
0KY7,36.63610077,-88.99859619
4LA8,30.70770073,-90.8742981
MI52,42.09059906,-83.96800232
MI70,42.071201,-83.883598
,45.426899,-96.5895
39MS,32.406831,-90.382678
RC0,46.7271,-113.657997
37MS,32.389828,-90.350779
88PA,40.53919983,-80.4131012
,35.5,-99.035598
IL82,40.10950089,-88.8286972
33IL,40.16609955,-88.89830017
,41.1502,-112.098999
3WI6,42.590775,-88.874613
,41.708401,-74.061798
,44.61839,-88.667509
,37.065357,-82.44411
MI05,43.165707,-83.788233
51G,43.143588,-83.796938
9W9,34.56140137,-79.5381012
MY94,46.75249863,-92.41919708
,31.5795,-92.8976
,31.52807,-92.85738
39SC,35.158436,-81.2256
II07,39.532418,-86.832404
IN88,39.514042,-86.764047
,34.547923,-103.464346
NM42,34.415372,-103.134595
CL24,36.84989929,-119.5100021
69KY,37.327,-86.154755
,32.30576,-99.50317
4XA3,32.253436,-99.498823
NY41,43.11553,-76.91067
,41.2995,-83.011299
,45.8951,-110.48754
PS39,40.62829971,-78.96029663
,38.02679,-117.88914
,38.04306,-117.89703
08F,34.53179932,-96.23310089
4OI9,39.10219955,-82.61070251
38UT,40.877415,-111.376076
,44.718601,-93.044098
,37.496799,-76.413597
,37.537841,-89.125214
OG48,44.19589996,-123.072998
,44.153301,-123.065002
OR45,44.19710159,-123.0559998
,32.02859,-109.90098
,41.456389,-79.982778
2WY8,44.40439987,-109.2819977
WY06,44.838333,-109.623236
15ID,47.68560028,-117.038002
6ID1,47.643278,-116.700461
ID43,47.55130005,-116.7639999
ID65,47.581244,-116.771997
MS54,34.00979996,-89.73619843
ND90,45.96659851,-97.73370361
04MT,47.13749778,-106.488095
8OH3,41.10789,-80.5246
U06,42.04579926,-110.9660034
WY32,42.094206,-110.871545
63WA,47.833209,-117.273645
WA21,47.833889,-117.263611
CT07,41.573393,-72.301318
,41.50922,-72.244334
,42.664398,-78.670775
75XA,30.535835,-95.083707
7MS3,34.710888,-89.719194
,37.24329,-99.25275
,37.31041,-99.38994
4C4,44.8834,-71.499496
,31.93499,-99.29982
5WI8,45.0760994,-88.00430298
88XS,31.600461,-99.41604
43WI,45.031106,-91.73124
00W,46.672884,-117.441933
S94,46.8587,-117.414001
ND58,46.548778,-96.78709
,31.516001,-92.6912
LA17,31.482183,-92.661376
PA61,40.16680145,-75.44960022
01TN,34.9958992,-89.73059845
TN70,35.022521,-89.702479
54TN,35.013056,-89.721944
,44.079201,-87.9757
MU69,37.86949921,-93.62599945
,31.65656,-89.58551
8GA5,32.223007,-82.131434
2OH7,39.521125,-84.628292
09OK,36.35449982,-95.86389923
OK58,36.39730072,-95.90499878
OK93,36.33340073,-95.88359833
OK94,36.35480118,-95.80329895
,33.578527,-96.800407
,33.579899,-96.812401
WS09,44.01330185,-89.52480316
,44.058383,-89.563256
,32.421001,-100.810997
CO49,37.981528,-104.852504
31CD,37.870856,-104.789057
KCR,63.56769943,-155.9889984
77CO,38.966362,-104.755997
,31.19204,-84.72605
7AR3,35.1511,-90.815598
,35.12224,-91.00733
9AL6,31.236107,-85.141705
8N7,40.025101,-76.487198
I96,37.084681,-85.348661
46VA,37.817467,-78.048547
78VA,37.750831,-78.128137
7IS9,38.47639847,-90.23619843
,38.387001,-90.191803
80SD,45.772675,-98.352894
06TN,35.696962,-86.957767
51TN,35.53310013,-86.97689819
5MS3,31.17499924,-89.80310059
9MS9,31.202544,-89.749755
87NR,35.983562,-76.197927
67NJ,40.969799,-75.066803
09IN,41.123265,-85.42496
29IN,41.07538,-85.38557
,41.209202,-85.458
3IG3,41.17020035,-85.42160034
,41.1856,-85.521599
PN54,41.837554,-76.745238
27PS,41.856078,-76.828827
MT18,48.287534,-114.183698
VA93,38.90510178,-78.65470123
05OI,41.28839874,-81.96260071
9OA8,41.28229904,-81.9489975
1AL2,33.24860001,-86.59750366
82OI,40.15420151,-83.27490234
91IN,39.208581,-85.974884
,42.83951,-82.62894
6WN6,43.380001,-89.010696
49MT,45.605715,-109.121281
0NM0,31.823898,-107.629924
,31.80835,-107.659401
NM09,31.86730003,-107.6360016
6NA0,48.99309921,-102.737999
D49,48.898602,-102.792
,41.469186,-97.269235
NM78,31.87789917,-107.6460037
,31.88328,-107.66727
,38.11669,-118.00548
IL84,40.57640076,-91.10289764
67CL,39.20100021,-122.0490036
,39.25746,-122.06951
,39.26326,-122.01693
,39.29623,-122.00925
,39.38862,-122.0357
,48.97511,-117.59244
WA72,48.6446991,-117.9380035
WA73,48.52500153,-117.8529968
25OK,34.31315,-97.9964
OK11,34.313904,-98.009261
,29.85022,-98.93037
,29.93739,-98.86126
XS80,29.972556,-98.934637
02GA,34.20259857,-83.42900085
,39.29169846,-105.875
C82,41.762501,-89.101501
IL87,41.71110153,-89.11229706
IL88,41.67499924,-89.1167984
03NE,41.54639816,-99.33119965
,29.87302,-100.99509
,29.92646,-101.09093
0TE0,29.69300079,-101.1620026
,29.92127,-101.28098
,29.74453,-101.31635
,29.82706,-101.21619
0WI1,45.50719833,-92.14189911
MD77,39.25979996,-77.34140015
,29.58777,-99.7268
XS50,27.380468,-98.308134
E89,35.367866,-104.180881
4NC8,35.42240143,-80.62059784
NC19,35.391035,-80.57527
,35.402901,-80.622002
NC77,35.45569992,-80.57559967
70NH,43.264916,-71.548417
,33.111558,-84.444155
GA68,33.11285,-84.450366
GA73,33.16283,-84.445239
GA74,33.04180145,-84.41239929
GA75,33.08729935,-84.40519714
1GE5,33.1012001,-84.39350128
4GA1,33.0447998,-84.39830017
VA24,37.41429901,-78.96420288
SD49,45.28215,-98.04755
S04,47.538799,-113.720001
OR46,45.381186,-120.46992
,45.194302,-120.217003
,45.29728,-120.29719
05OH,40.184513,-81.920564
36OH,40.19029999,-81.97399902
,34.124937,-112.917239
,34.28625,-112.93863
,39.550805,-105.281392
02OI,41.80199814,-80.56539917
WA14,46.661219,-118.830858
,45.93593,-114.12379
73II,39.57170105,-85.15859985
IN12,39.719401,-85.269278
,39.717808,-85.05122
OL37,34.439535,-96.607723
6MD4,39.7193985,-76.20839691
TT75,30.432556,-95.745825
25TX,30.314318,-95.32706
,30.31426,-95.327039
16XS,30.404367,-95.35985
34XS,30.391944,-95.538611
NK04,43.25009918,-75.99960327
,43.315764,-76.014916
36OI,41.07310104,-84.21269989
,31.8437,-110.976997
LA36,30.07980537,-90.8932724
AR88,35.05479813,-92.35399628
12A,35.177483,-92.33509
27WA,48.32509995,-122.3160019
SN36,37.427317,-97.637833
GA80,33.78229904,-83.98880005
36GA,33.72423,-83.97608
TN80,36.23339844,-85.42639923
4TN6,36.247183,-85.511583
5TN9,36.11389923,-85.59500122
OK06,35.64780045,-94.94999695
,42.858299,-89.197304
,32.993698,-111.450996
37AZ,32.93560028,-111.4850006
16IA,41.879988,-94.777279
7MI7,42.38059998,-85.57749939
3TS9,33.37929916,-95.60359955
JLA,60.484235,-149.722909
9WI2,44.287901,-87.796748
,40.704201,-79.952003
,41.50321,-79.881816
3NK8,42.1405983,-73.61190033
PA65,40.698012,-75.541592
,63.066581,-144.885176
,37.992044,-120.672705
45OR,43.1548,-124.170998
,25.556165,-80.356021
OR50,45.4856987,-122.2340012
,35.9316,-119.6478
24CL,36.088444,-119.541392
,36.042542,-119.64622
42MN,45.08409882,-93.56439972
,35.85363,-91.29325
22TE,29.19330025,-96.68910217
00AZ,34.30559921,-112.1650009
AK30,60.391153,-146.097464
,61.659981,-145.18188
1DS,33.386124,-80.906839
,41.704201,-90.259804
,41.21148,-112.43485
MS18,34.77000046,-88.60559845
40IL,41.006637,-88.658001
,41.020901,-88.653397
,40.897117,-94.789824
,36.47085,-90.55845
,36.37468,-90.51877
4AR4,36.457011,-90.572065
6NY1,42.11289978,-77.08940125
NK12,42.002239,-77.096402
,39.982457,-122.299815
23W,46.866192,-91.083677
NM25,34.12139,-105.6777
2NM9,34.198763,-105.165108
,27.721288,-97.51217
26IA,42.373777,-95.765149
TA43,31.04750061,-94.85440063
D65,43.43344,-98.39879
TA05,32.03770065,-96.53170013
TX51,32.20009995,-96.32939911
90TE,32.1957016,-96.43859863
4XS1,32.13389969,-96.52059937
6TX6,32.0826,-96.356697
CO27,37.46780014,-108.6650009
08IL,41.860383,-88.655742
8OH5,41.38199997,-80.71230316
8OI3,41.37340164,-80.66899872
81OH,41.324025,-80.792076
56M,42.963025,-84.044572
OG49,44.4219017,-123.2590027
OR39,44.6576004,-123.211998
OR52,44.4734993,-123.3030014
OR54,44.5984993,-123.2070007
,44.569801,-123.170998
4OR4,44.4435997,-123.237999
55OR,44.43600082,-123.3079987
8OR7,44.6271019,-123.2249985
OG01,44.61464,-123.234839
IA18,42.973694,-94.035902
,40.766701,-93.300201
,40.7281,-93.3433
6IA6,40.756833,-93.401503
1II4,38.12509918,-86.16220093
TT16,32.936733,-98.397447
MN28,44.98300171,-94.74810028
,35.982608,-117.899759
,36.06107,-117.95407
,36.04032,-117.93444
CD01,38.39830017,-105.6200027
59WI,43.03390121,-89.19259644
87WI,43.01940155,-89.18540192
61AR,36.3083992,-92.53070068
,35.011,-91.19195
,33.150101,-87.441704
LA48,30.9939,-92.044601
CA04,40.34629822,-122.3389969
,43.973301,-101.952003
,40.40435,-122.21366
95ID,46.000458,-116.691186
9K0,38.358075,-96.544545
62KS,38.358632,-96.490988
7TE8,28.210956,-98.833737
2XA1,28.140322,-98.935994
46TA,28.129929,-98.859289
,28.200978,-99.145934
79TA,28.16970062,-98.88999939
,28.191295,-98.921839
TA58,28.3214,-99.449997
XA08,28.157362,-99.095463
,41.6647,-77.818298
PN15,41.877518,-77.957139
WA15,47.61348,-119.248968
,38.27432,-89.63394
,37.6777,-120.27409
,37.70834,-120.31877
K29,64.89790344,-163.7030029
,44.943281,-116.682916
03ID,44.793965,-116.531543
ID17,45.01100159,-116.689003
K63,38.676439,-96.572663
,36.23241,-107.5044
WN40,48.19039917,-122.6429977
,30.433201,-97.412498
5TS2,30.478729,-97.318847
8ND7,47.120664,-98.657833
LA51,32.017444,-93.431792
OG07,45.33359909,-117.8199997
CT09,41.802898,-72.391701
NY73,42.31809998,-75.59909821
,36.29325,-97.59402
07GA,33.674263,-83.764637
,35.556998,-89.552903
8TN9,35.515094,-89.678775
9TN7,35.53440094,-89.73500061
,33.595901,-83.804102
GA83,33.54679871,-83.80549622
9GE7,33.531389,-83.791944
LS76,30.46269989,-90.17009735
,30.48204,-90.17711
23LA,30.63019943,-90.07949829
93OK,35.93450165,-95.59140015
OL31,35.940357,-95.727607
,31.240545,-103.068166
MO24,40.14279938,-95.38829803
,40.775002,-107.533997
S89,46.24710083,-116.4800034
WV63,38.334599,-80.653099
11PN,41.351265,-79.733527
,32.637164,-96.409621
2GE7,34.95809937,-84.77919769
37GA,34.90039825,-84.77850342
55GE,34.979764,-84.741926
,45.606098,-89.0215
Y55,45.522102,-88.925087
7OR1,43.41930008,-118.5759964
,48.5978,-122.9979
,41.920898,-80.249803
,41.908401,-80.258102
TX52,31.79459953,-97.77390289
TX97,31.76490021,-97.79640198
,41.733727,-71.528293
,38.32299,-76.1966
,31.5182,-97.501701
AL51,32.41609955,-85.29920197
0AR2,35.18853,-90.30359
50IN,40.058086,-86.79542
41IG,39.972549,-86.997578
6K3,42.471346,-97.884295
15A,30.90937,-87.996111
IA32,41.35582,-95.848236
,35.8534,-97.567497
,35.954201,-97.549202
,35.989201,-97.573095
16FD,29.40500069,-81.49590302
2FA5,29.47220039,-81.5719986
FD44,29.4269444,-81.6041667
U74,40.41590118,-116.5630035
NV89,40.502333,-116.546769
48P,41.148575,-75.27518
CJJ,43.36529922,-92.13310242
28FL,29.44190025,-81.58309937
3XA8,32.514162,-97.594803
TE52,32.5359993,-97.58860016
,40.825102,-82.796799
1IA4,41.05550003,-94.3946991
,41.075003,-94.426903
IL93,41.94530106,-88.9240036
,35.39428,-120.416
,35.4529,-120.476
FD03,30.80019951,-86.4355011
FL81,30.78190041,-86.46720123
6KY6,38.3606,-85.363098
OR57,43.86869812,-123.0339966
67KY,38.806389,-84.556944
,36.654046,-80.114687
VA27,36.55989838,-80.13780212
3D1,45.214199,-88.073196
,45.325199,-88.137299
SD59,45.022277,-97.844861
85XS,31.103611,-95.702811
,31.242399,-95.604103
80TS,31.32769966,-95.57299805
,31.26781,-95.64239
,34.47143,-91.42968
31NE,42.75500107,-97.70510101
01AA,62.031757,-158.234251
,39.737,-82.098503
80ND,48.87860107,-103.3700027
9TA3,29.87299919,-94.98960114
,29.895727,-95.021083
,29.98647,-95.016972
1XS1,29.93829918,-95.04660034
6SC1,33.36920166,-80.22329712
SC37,33.27180099,-80.25430298
16SC,34.627473,-81.89903
35FA,29.46789932,-82.15879822
,32.13947,-99.158614
7TS4,32.056457,-96.045951
4TN2,35.88336,-84.96953
1AK2,62.40090179,-146.0130005
4MI8,43.24184,-82.58305
,35.1197,-95.703903
2XA0,33.97930145,-99.71289825
TT50,34.051014,-99.588683
,33.99637,-99.74933
00LS,30.136299,-92.429398
99LA,30.2894001,-92.38899994
,30.344601,-92.343201
LA90,30.294544,-92.426177
20LS,30.219711,-92.319794
,30.1288,-92.40959
,30.09204,-92.41284
,30.1204,-92.36018
78OR,43.30789948,-117.8939972
MY95,45.44639969,-93.38279724
AZ72,34.241056,-112.362778
IN16,41.41939,-87.4001
87VA,38.08110046,-78.69560242
,33.337747,-90.273099
,33.39172,-90.20823
,39.2458,-75.884399
,28.678992,-99.800234
3TA8,28.71969986,-100.0550003
3TA9,28.70859909,-100.0070038
66TX,28.674972,-100.023234
TA34,28.767302,-100.081329
8TE4,28.815606,-99.761317
20R,28.69779968,-99.81780243
,28.755,-99.9432
,28.58135,-99.65251
39MI,46.16880035,-88.17240143
50D,46.009102,-88.273903
2IA9,43.19079971,-93.77079773
1FA1,28.85580063,-82.55259705
6MS2,31.983861,-90.335361
NM2,35.951712,-106.957841
,42.235901,-78.2117
,57.92998,-134.7125
,35.367264,-107.236485
NM74,35.08750153,-107.5630035
,29.005079,-97.328303
02MT,47.980443,-104.70888
13NE,40.31669998,-100.8089981
NE95,40.229334,-100.856841
7NE8,40.327906,-100.790951
,46.40635,-116.77309
VA28,37.12129974,-78.64360046
9TN5,35.458176,-86.957338
,35.46671,-86.95924
PN38,40.66260147,-79.84559631
VA30,38.52679825,-77.95639801
,38.570099,-77.934998
,38.462416,-77.90617
,38.41655,-77.95513
02VA,38.43569946,-77.85720062
88VA,38.37419891,-77.99189758
1II5,41.246644,-86.502614
37II,41.17559814,-86.37359619
3IN8,41.20470047,-86.34580231
IN54,41.28369904,-86.46279907
,41.220945,-86.383653
1W3,39.60480118,-78.76059723
TA06,33.16120148,-95.80580139
6GA0,34.13259888,-84.19940186
8GA0,34.145833,-84.229722
20IA,41.521576,-93.801634
4GA9,34.24229813,-84.05709839
74KY,36.89870071,-88.84670258
,48.933882,-118.574891
,44.687801,-83.743896
,34.428222,-78.091636
5OI7,41.59249878,-83.37550354
47V,40.639987,-100.474547
,40.085098,-78.547501
0PS4,41.009746,-78.561838
OL40,36.043779,-96.63184
,46.15322,-94.45209
,48.469601,-117.290001
,43.930247,-86.165891
,46.133319,-107.550631
,29.5555,-90.329498
ME2,44.679901,-67.264397
9LL2,38.03369904,-89.57929993
,29.45517,-99.38285
4TE9,29.26409912,-99.3506012
4TS8,29.375,-99.34200287
3FL1,28.45249939,-82.20780182
5FL0,28.41309929,-82.2233963
FD53,28.4533,-82.214996
FD59,28.470277,-82.240916
27IS,38.14889908,-88.67030334
,38.3325,-77.037201
8F5,33.148107,-94.700174
NE75,42.400342,-96.431304
WI43,42.94889832,-89.82530212
,36.23841,-102.2371
,36.00295,-102.87499
25TS,36.094331,-102.417469
37TA,32.880451,-96.761044
39IA,41.6794014,-94.02020264
PS21,40.64590073,-76.81220245
GA72,34.88169861,-84.88970184
1NE6,41.34080124,-102.7779999
MD01,38.143254,-76.357244
XS21,29.33110046,-95.70469666
38IL,40.974358,-89.002794
2XA2,29.22039986,-95.31089783
77XS,29.28720093,-95.35970306
07TA,29.240519,-95.344658
NK05,42.35480118,-76.51609802
NK72,42.376029,-76.531938
,34.555,-115.356003
86TN,36.016459,-83.544073
TT48,35.993441,-83.299907
,35.980911,-83.53371
5WN2,43.2682991,-89.48439789
WI65,43.22219849,-89.46820068
8IS5,40.814178,-87.98813
30GE,34.194029,-83.194601
7GA4,32.58100128,-83.2677002
11IN,39.819183,-86.538234
